Model,Model_Family,Scenario,Scenario_Category,Region,Variable,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2110,2130,2150
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,GDP|MER,,,,2177.1993180926693,2821.692211733135,3595.091276734033,4581.851893507672,5675.697126177733,6835.76100664279,8199.25252482413,9762.46768655871,11599.06151781025,13708.29544251678,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,GDP|PPP,,,,4282.6721388363885,5540.38552407479,7042.4303682544505,8993.65765256029,11169.24458164282,13483.47099659502,16210.483083029252,19343.864736502448,23033.57297663738,27281.71767491968,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Biomass|w/ CCS,,,,0.0,0.0,0.0,0.0,0.0,113.6472,113.6472,113.6472,113.6472,113.6472,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Biomass|w/o CCS,,,,48.1487,113.6472,113.6472,113.6472,113.6472,113.6472,113.6472,113.6472,113.6472,113.6472,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Coal|w/ CCS,,,,0.0,0.0,0.0,0.0,0.0,116.1878,116.7124,116.9251,116.5346,116.4953,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Coal|w/o CCS,,,,117.8737,113.9203,114.2905,114.4317,114.9059,116.1878,116.7124,116.9251,116.9251,116.9251,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Gas|w/ CCS,,,,0.0,0.0,0.0,0.0,0.0,42.3531,42.3531,42.3531,42.3531,42.3531,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Gas|w/o CCS,,,,40.8504,42.3531,42.3531,42.3531,42.3531,42.3531,42.3531,42.3531,42.3531,42.3531,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Geothermal,,,,47.4148,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Hydro,,,,43.4059,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Nuclear,,,,22.3174,284.8008,278.2726,271.1532,268.5302,267.73720000000003,265.7745,263.0817,259.0364,255.7833,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Solar|PV,,,,19.2221,133.334,95.6762,60.0007,50.7702,42.0019,39.262,36.589,33.9802,31.4337,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,OM Cost|Fixed|Electricity|Wind|Onshore,,,,44.3279,115.8783,106.0307,96.6954,92.2313,88.3801,86.78389999999999,85.2952,83.7304,82.2692,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Population,,,,1101.2485,1237.7147,1381.2214,1529.6882000000005,1679.6803,1829.4197,1977.7101,2122.6982000000003,2261.4407,2391.9941,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Price|Carbon,,,,0.0,0.0,0.0,0.0,17.293705672862803,58.15406182864222,77.2000150001507,96.493664047033,106.491840383032,119.911212836866,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Primary Energy|Coal,,,,4323.6,4324.400000000001,4460.200000000001,5155.900000000001,3337.8,2178.7000000000003,2389.5,2987.8999999999996,4669.5,4925.4,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Primary Energy|Gas,,,,12389.099999999999,19779.800000000003,23655.2,26964.4,27475.2,25197.3,26687.899999999998,30213.2,35805.0,39515.0,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Primary Energy|Nuclear,,,,43.3,48.599999999999994,53.699999999999996,59.799999999999905,91.2,143.7999999999999,184.4,235.0,251.8,281.5,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Primary Energy|Oil,,,,21742.899999999998,28506.9,31736.4,35196.00000000001,37262.9,36732.9,37781.9,39061.4,40253.9,39544.3,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Primary Energy|Solar,,,,0.9,7.8,17.0,34.4,63.2,140.3,195.3,264.1,312.09999999999997,387.40000000000003,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Primary Energy|Wind,,,,3.3,8.4999999999999,24.8,30.5,50.3,105.89999999999999,151.5,201.3,229.2,274.7,,,,,,,,,,,,,
AIM/CGE 2.1,AIM,CO_2Deg2020,C4,R5MAF,Yield|Cereal,,,,5.318099999999999,5.718,6.1024,6.4819,6.849399999999999,7.274100000000001,7.6975,8.1164,8.5282,8.9445,,,,,,,,,,,,,
