Model,Scenario,Scenario_Category,Category_name
TIAM-Grantham 3.2,PR_Baseline,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,PR_CP_CarbonPriceOnly,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,PR_CP_CarbonPrice_1,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,PR_CP_EmIntensity_1,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,PR_NDC_CarbonPriceOnly,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,PR_NDC_CarbonPrice_1,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,PR_NDC_EmIntensity_1,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,R,no-climate-assessment,no-climate-assessment
TIAM-Grantham 3.2,SH,no-climate-assessment,no-climate-assessment
TIAM-UCL 4.1.1,SSP2_1_5D-50_CCC2020,failed-vetting,failed-vetting
TIAM-UCL 4.1.1,SSP2_1_75D-66,failed-vetting,failed-vetting
TIAM-UCL 4.1.1,SSP2_1_75D-66_CCC2020,failed-vetting,failed-vetting
TIAM-UCL 4.1.1,SSP2_2D-66,failed-vetting,failed-vetting
TIAM-UCL 4.1.1,SSP2_2D-66_CCC2020,failed-vetting,failed-vetting
TIAM-UCL 4.1.1,SSP2_BASE,failed-vetting,failed-vetting
TIAM-UCL 4.1.1,SSP2_BASE_CCC2020,failed-vetting,failed-vetting
TIAM-WORLD 1.0,20% abatement (FF&I),failed-vetting,failed-vetting
TIAM-WORLD 1.0,20% abatement (GHG),failed-vetting,failed-vetting
TIAM-WORLD 1.0,450 concentration,failed-vetting,failed-vetting
TIAM-WORLD 1.0,50% abatement (FF&I),failed-vetting,failed-vetting
TIAM-WORLD 1.0,50% abatement (GHG),failed-vetting,failed-vetting
TIAM-WORLD 1.0,550 concentration,failed-vetting,failed-vetting
TIAM-WORLD 1.0,650 concentration,failed-vetting,failed-vetting
TIAM-WORLD 1.0,Core baseline,failed-vetting,failed-vetting
TIAM-WORLD 1.0,High CO2 price,failed-vetting,failed-vetting
TIAM-WORLD 1.0,Low CO2 price,failed-vetting,failed-vetting
TIAM-WORLD 1.0,Policy baseline,failed-vetting,failed-vetting
WEGDYN 1.0,BAU_IEO,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,BAU_WEO,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC2C_ASIA,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC2C_EUR_CHN,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC2C_GLOBAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC2C_PARTIAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC2C_REF,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC_ASIA,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC_EUR_CHN,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC_GLOBAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC_PARTIAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDC_REF,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDCplus_ASIA,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDCplus_EUR_CHN,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDCplus_GLOBAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDCplus_PARTIAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,IEO_NDCplus_REF,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC2C_ASIA,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC2C_EUR_CHN,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC2C_GLOBAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC2C_PARTIAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC2C_REF,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC_ASIA,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC_EUR_CHN,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC_GLOBAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC_PARTIAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDC_REF,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDCplus_ASIA,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDCplus_EUR_CHN,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDCplus_GLOBAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDCplus_PARTIAL,no-climate-assessment,no-climate-assessment
WEGDYN 1.0,WEO_NDCplus_REF,no-climate-assessment,no-climate-assessment
WEM 2020,SDS,no-climate-assessment,no-climate-assessment
WEM 2021,NZE,no-climate-assessment,no-climate-assessment
WITCH 4.6,DISCRATE_Ref_dr2p,C8,C8: exceed warming of 4°C (>=50%)
WITCH 4.6,DISCRATE_Ref_dr3p,C8,C8: exceed warming of 4°C (>=50%)
WITCH 4.6,DISCRATE_Ref_dr4p,C8,C8: exceed warming of 4°C (>=50%)
WITCH 4.6,DISCRATE_Ref_dr5p,C8,C8: exceed warming of 4°C (>=50%)
WITCH 4.6,DISCRATE_cb1000_cdrall_dr2p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrall_dr3p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrall_dr4p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrall_dr5p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr2p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr3p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr4p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr5p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr2p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr3p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr4p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr5p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr2p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr3p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr4p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr5p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr2p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr3p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr4p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr5p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr2p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr3p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr4p,failed-vetting,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr5p,failed-vetting,failed-vetting
WITCH 5.0,CO_2Deg2020,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,CO_2Deg2030,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,CO_BAU,C7,C7: limit warming to 4°C (>50%)
WITCH 5.0,CO_Bridge,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,CO_CurPol,C7,C7: limit warming to 4°C (>50%)
WITCH 5.0,CO_GPP,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,CO_NDC_2050convergence,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,CO_NDCplus,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_INDCi2030_1000,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_1000_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_1000f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_1000f_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_1200,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1200_NDCp,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1200f,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1200f_NDCp,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1400,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1400_NDCp,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1400f,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1400f_NDCp,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_INDCi2030_1600,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1600_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1600f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1600f_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1800,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1800_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1800f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_1800f_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2000,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2000_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2000f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2000f_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2500,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2500_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2500f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_2500f_NDCp,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_INDCi2030_3000,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_INDCi2030_3000_NDCp,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_INDCi2030_3000f,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_INDCi2030_3000f_NDCp,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_INDCi2030_500f,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
WITCH 5.0,EN_INDCi2030_600f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_600f_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_700f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_700f_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_800,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_800_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_800f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_800f_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_900,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_900_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_900f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2030_900f_NDCp,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_INDCi2100,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_INDCi2100_NDCp,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_NPi2020_1000,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_1000f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_1200,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_NPi2020_1200f,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_NPi2020_1400,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_NPi2020_1400f,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_NPi2020_1600,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_NPi2020_1600f,C4,C4: limit warming to 2°C (>50%)
WITCH 5.0,EN_NPi2020_1800,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_NPi2020_1800f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_NPi2020_2000,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_NPi2020_2000f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_NPi2020_2500,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_NPi2020_2500f,C5,C5: limit warming to 2.5°C (>50%)
WITCH 5.0,EN_NPi2020_3000,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_NPi2020_3000f,C6,C6: limit warming to 3°C (>50%)
WITCH 5.0,EN_NPi2020_400f,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH 5.0,EN_NPi2020_450,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH 5.0,EN_NPi2020_450f,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH 5.0,EN_NPi2020_500,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH 5.0,EN_NPi2020_500f,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH 5.0,EN_NPi2020_600,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_600f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_700,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_700f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_800,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_800f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_900,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2020_900f,C3,C3: limit warming to 2°C (>67%)
WITCH 5.0,EN_NPi2100,C7,C7: limit warming to 4°C (>50%)
WITCH 5.0,EN_NoPolicy,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 3.1,SSP1-19,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH-GLOBIOM 3.1,SSP1-26,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP1-34,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP1-45,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP1-Baseline,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 3.1,SSP2-26,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP2-34,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP2-45,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP2-60,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP2-Baseline,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 3.1,SSP3-34,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP3-45,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP3-60,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP3-Baseline,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 3.1,SSP4-19,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH-GLOBIOM 3.1,SSP4-26,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP4-34,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP4-45,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP4-60,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP4-Baseline,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 3.1,SSP5-34,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP5-45,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP5-60,failed-vetting,failed-vetting
WITCH-GLOBIOM 3.1,SSP5-Baseline,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,ADVANCE_2020_1.5C-2100,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_2020_Med2C,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_2020_WB2C,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_2030_Med2C,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_2030_Price1.5C,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_2030_WB2C,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_INDC,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_NoPolicy,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,ADVANCE_Reference,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-450-FullTech,no-climate-assessment,no-climate-assessment
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-Base-FullTech,no-climate-assessment,no-climate-assessment
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-Ctax-FullTech,no-climate-assessment,no-climate-assessment
WITCH-GLOBIOM 4.2,EMF30_BCOC-EndU,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,EMF30_Baseline,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,EMF30_CH4-Only,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 4.2,EMF30_ClimPolicy,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_ClimPolicy+SLCF,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_D_BCOC-Red,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,EMF30_D_CH4-ClimPolicy,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_D_CO2-Only,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-CH4,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-EndU,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-SLCF,C8,C8: exceed warming of 4°C (>=50%)
WITCH-GLOBIOM 4.2,EMF30_SLCF,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 4.2,EMF30_Slower-Action,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_Slower-Action+SLCF,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_Slower-to-faster,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_Slower-to-faster+SLCF,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.2,EMF30_Slower-to-faster+SLCF+HFC,failed-vetting,failed-vetting
WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600,C3,C3: limit warming to 2°C (>67%)
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,C7,C7: limit warming to 4°C (>50%)
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,C3,C3: limit warming to 2°C (>67%)
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_400,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
WITCH-GLOBIOM 4.4,CD-LINKS_NoPolicy,C7,C7: limit warming to 4°C (>50%)
history,scen,no-climate-assessment,no-climate-assessment
